C,delta,k,r,sf,sm,EqInvEig,EqInvEigNM,DiffEQInvEig
0.25,0.8,1.0766666666666667,0,0.19822403704220037,0.48403605858897303,1,0,1
0.25,0.8,1.0766666666666667,0,0.08844028266560611,0.15313014178576123,1,0,1
0.25,0.8,1.0766666666666667,0,0.3370613637590565,0.07557482120386527,1,1,0
0.25,0.8,1.0766666666666667,0,0.10185914325199763,0.09047468516774648,0,0,0
0.25,0.8,1.0766666666666667,0,0.3656475324030197,0.3259285028107538,1,0,1
0.25,0.8,1.0766666666666667,0,0.10433253026120981,0.14222012537297535,1,0,1
0.25,0.8,1.0766666666666667,0,0.08624571385531243,0.4041189684281189,2,1,1
0.25,0.8,1.0766666666666667,0,0.1569926745354745,0.4768310810389593,2,1,1
0.25,0.8,1.0766666666666667,0,0.3193542816659679,0.4521162190849517,1,0,1
0.25,0.8,1.0766666666666667,0,0.06831544045598259,0.15197983358929956,1,0,1
0.25,0.8,1.0766666666666667,0,0.10188508301735477,0.07846596469965783,0,0,0
0.25,0.8,1.0766666666666667,0,0.3702272389524254,0.42929968198171486,1,0,1
0.25,0.8,1.0766666666666667,0,0.4262415871839813,0.11659715418693761,1,1,0
0.25,0.8,1.0766666666666667,0,0.47099320889210683,0.38320630562610614,1,0,1
0.25,0.8,1.0766666666666667,0,0.08342469690415188,0.3470808955994358,2,1,1
0.25,0.8,1.0766666666666667,0,0.20172231858246492,0.45161001915073384,1,0,1
0.25,0.8,1.0766666666666667,0,0.3141563375283908,0.3705241398382283,1,0,1
0.25,0.8,1.0766666666666667,0,0.4814831479361009,0.3281019740600064,1,0,1
0.25,0.8,1.0766666666666667,0,0.08888265889776703,0.029561201501003387,1,1,0
0.25,0.8,1.0766666666666667,0,0.3418123654699501,0.27486990327519245,1,0,1
0.25,0.8,1.0766666666666667,0,0.18697184877485185,0.4006207160083265,1,0,1
0.25,0.8,1.0766666666666667,0,0.16742820008059134,0.2907151614614686,1,0,1
0.25,0.8,1.0766666666666667,0,0.4488469030261356,0.24757223112265658,0,0,0
0.25,0.8,1.0766666666666667,0,0.37699356675084206,0.24687698355431775,1,0,1
0.25,0.8,1.0766666666666667,0,0.04598613010547015,0.33814727005960554,2,1,1
0.25,0.8,1.0766666666666667,0,0.26211884674490993,0.4658757114803521,1,0,1
0.25,0.8,1.0766666666666667,0,0.3391172719003459,0.2933819015218577,1,0,1
0.25,0.8,1.0766666666666667,0,0.4573979105308321,0.36575943132815925,1,0,1
0.25,0.8,1.0766666666666667,0,0.24884250293672638,0.19852487710915245,1,0,1
0.25,0.8,1.0766666666666667,0,0.09472999039756336,0.2509064809295266,2,1,1
0.25,0.8,1.0766666666666667,0,0.05400198385676125,0.393009655013176,2,1,1
0.25,0.8,1.0766666666666667,0,0.1258861746434521,0.13689518074702045,1,0,1
0.25,0.8,1.0766666666666667,0,0.2478155452861045,0.4820308090390679,1,0,1
0.25,0.8,1.0766666666666667,0,0.2982815292774409,0.4672971345712802,1,0,1
0.25,0.8,1.0766666666666667,0,0.11122921307729983,0.25970631365644936,1,0,1
0.25,0.8,1.0766666666666667,0,0.37263525658800134,0.19891613567124444,0,0,0
0.25,0.8,1.0766666666666667,0,0.11662369810043705,0.18982881318432598,1,0,1
0.25,0.8,1.0766666666666667,0,0.09017368827033978,0.3887368231224769,2,1,1
0.25,0.8,1.0766666666666667,0,0.14903488529756137,0.12214363475800794,0,0,0
0.25,0.8,1.0766666666666667,0,0.3418073573667695,0.306755966149153,1,0,1
0.25,0.8,1.0766666666666667,0,0.028063162982078116,0.08476520605301019,2,1,1
0.25,0.8,1.0766666666666667,0,0.16491913246260437,0.30057397126116325,1,0,1
0.25,0.8,1.0766666666666667,0,0.09958781130835626,0.2758001331465486,2,1,1
0.25,0.8,1.0766666666666667,0,0.25823845368724474,0.08986849170449485,1,1,0
0.25,0.8,1.0766666666666667,0,0.09973032154878514,0.292608522926166,2,1,1
0.25,0.8,1.0766666666666667,0,0.08490426276313001,0.05469027777160551,0,0,0
0.25,0.8,1.0766666666666667,0,0.09342464437869469,0.33528025149761675,2,1,1
0.25,0.8,1.0766666666666667,0,0.048114939912690224,0.14044968148957282,2,1,1
0.25,0.8,1.0766666666666667,0,0.06730303320779973,0.25232933365541377,2,1,1
0.25,0.8,1.0766666666666667,0,0.2995505471643194,0.13501178026506333,1,1,0
0.25,0.8,1.0766666666666667,0,0.36401219108091076,0.22600532999033007,0,0,0
0.25,0.8,1.0766666666666667,0,0.12277574461214458,0.2696331068682367,1,0,1
0.25,0.8,1.0766666666666667,0,0.20558298249655715,0.05420310969371067,1,1,0
0.25,0.8,1.0766666666666667,0,0.2159765348229461,0.17948605026290032,1,0,1
0.25,0.8,1.0766666666666667,0,0.49282710046861367,0.08284617915547055,1,1,0
0.25,0.8,1.0766666666666667,0,0.2908688339939641,0.05774801531139817,1,1,0
0.25,0.8,1.0766666666666667,0,0.1424117867703234,0.42534342945437054,2,1,1
0.25,0.8,1.0766666666666667,0,0.14597028942367263,0.19759485887801853,1,0,1
0.25,0.8,1.0766666666666667,0,0.29918773857693226,0.10797196415592725,1,1,0
0.25,0.8,1.0766666666666667,0,0.14136566672311335,0.2186386404217533,1,0,1
0.25,0.8,1.0766666666666667,0,0.40223200428526085,0.2455261576229525,0,0,0
0.25,0.8,1.0766666666666667,0,0.09283956496606571,0.48080957851052364,2,1,1
0.25,0.8,1.0766666666666667,0,0.1476013634892115,0.4417763013241639,2,1,1
0.25,0.8,1.0766666666666667,0,0.06936067270514401,0.35039751415931997,2,1,1
0.25,0.8,1.0766666666666667,0,0.058812634155313015,0.19887489059698793,2,1,1
0.25,0.8,1.0766666666666667,0,0.26741173885736613,0.09739734562317959,1,1,0
0.25,0.8,1.0766666666666667,0,0.07659007362881143,0.06931386453158173,0,0,0
0.25,0.8,1.0766666666666667,0,0.16390496586371606,0.4926604721841108,2,1,1
0.25,0.8,1.0766666666666667,0,0.4693227747797676,0.14509931949767474,1,1,0
0.25,0.8,1.0766666666666667,0,0.04059984458119337,0.038760892995861496,0,0,0
0.25,0.8,1.0766666666666667,0,0.3276511299050402,0.07294388290850695,1,1,0
0.25,0.8,1.0766666666666667,0,0.22400645247210138,0.0546582214285658,1,1,0
0.25,0.8,1.0766666666666667,0,0.3081197417194318,0.3814473264224302,1,0,1
0.25,0.8,1.0766666666666667,0,0.28222920928599904,0.4213518312523977,1,0,1
0.25,0.8,1.0766666666666667,0,0.038570634334564535,0.2854530371421855,2,1,1
0.25,0.8,1.0766666666666667,0,0.20921808702122058,0.11065974889696317,0,0,0
0.25,0.8,1.0766666666666667,0,0.11257711292798545,0.22983846254651386,1,0,1
0.25,0.8,1.0766666666666667,0,0.35419364595700376,0.42970287347426406,1,0,1
0.25,0.8,1.0766666666666667,0,0.4761424377691985,0.27106716812959497,0,0,0
0.25,0.8,1.0766666666666667,0,0.10083025448384542,0.2198737055224531,1,0,1
0.25,0.8,1.0766666666666667,0,0.45644790242584676,0.4792789903586272,1,0,1
0.25,0.8,1.0766666666666667,0,0.23313998570865235,0.36439404894323346,1,0,1
0.25,0.8,1.0766666666666667,0,0.14604642410912627,0.45648225862400527,2,1,1
0.25,0.8,1.0766666666666667,0,0.3170558920808102,0.37770391701834427,1,0,1
0.25,0.8,1.0766666666666667,0,0.3344441483395554,0.09896367001086992,1,1,0
0.25,0.8,1.0766666666666667,0,0.3803712831061016,0.17900685111668346,1,1,0
0.25,0.8,1.0766666666666667,0,0.32569989206348315,0.14137697406966776,1,1,0
0.25,0.8,1.0766666666666667,0,0.21712563088828318,0.3628262605980257,1,0,1
0.25,0.8,1.0766666666666667,0,0.45360189604785806,0.19409076375532108,1,1,0
0.25,0.8,1.0766666666666667,0,0.1503901825748527,0.1403543897275722,1,0,1
0.25,0.8,1.0766666666666667,0,0.2698309222061156,0.19735372931875517,0,0,0
0.25,0.8,1.0766666666666667,0,0.3490503826896355,0.16687813005676455,1,1,0
0.25,0.8,1.0766666666666667,0,0.2271694756182957,0.4601101725480943,1,0,1
0.25,0.8,1.0766666666666667,0,0.13560091871440338,0.2049046057027698,1,0,1
0.25,0.8,1.0766666666666667,0,0.18950083195415013,0.47712111371502597,1,0,1
0.25,0.8,1.0766666666666667,0,0.15298683668794566,0.3306967648688428,1,0,1
0.25,0.8,1.0766666666666667,0,0.1500283526743461,0.3342734387524099,1,0,1
0.25,0.8,1.0766666666666667,0,0.10714799529491659,0.4952988768247022,2,1,1
0.25,0.8,1.0766666666666667,0,0.326273656366202,0.11453182071072998,1,1,0
0.25,0.8,1.0766666666666667,0,0.36670239321789666,0.4721266595779049,1,0,1
0.25,0.8,1.0766666666666667,0,0.44976132875136066,0.49852123404862614,1,0,1
0.25,0.8,1.0766666666666667,0,0.38322409914627065,0.45799472415720277,1,0,1
0.25,0.8,1.0766666666666667,0,0.2999569117837704,0.29699584991857453,1,0,1
0.25,0.8,1.0766666666666667,0,0.08621395387213315,0.3492644228905867,2,1,1
0.25,0.8,1.0766666666666667,0,0.24279226889993377,0.2871952450228946,1,0,1
0.25,0.8,1.0766666666666667,0,0.3122385571220446,0.06211767475706442,1,1,0
0.25,0.8,1.0766666666666667,0,0.3504510452896362,0.08689413036829152,1,1,0
0.25,0.8,1.0766666666666667,0,0.04665732425925939,0.1736985162485425,2,1,1
0.25,0.8,1.0766666666666667,0,0.045880614749610804,0.16900674155532858,2,1,1
0.25,0.8,1.0766666666666667,0,0.04980539619561575,0.10149868349456459,1,0,1
0.25,0.8,1.0766666666666667,0,0.4999324487733696,0.45678777208114085,1,0,1
0.25,0.8,1.0766666666666667,0,0.21718556016097668,0.40431396708869227,1,0,1
0.25,0.8,1.0766666666666667,0,0.173166645731491,0.12003077848668908,0,0,0
0.25,0.8,1.0766666666666667,0,0.1660788891331335,0.3386400574419909,1,0,1
0.25,0.8,1.0766666666666667,0,0.17117163550840775,0.41114461396794333,1,0,1
0.25,0.8,1.0766666666666667,0,0.21153542083783095,0.3970240808657378,1,0,1
0.25,0.8,1.0766666666666667,0,0.2643186264954639,0.28917844712964735,1,0,1
0.25,0.8,1.0766666666666667,0,0.4383412470033313,0.09883082751999628,1,1,0
0.25,0.8,1.0766666666666667,0,0.12965744683727642,0.1602071391646237,1,0,1
0.25,0.8,1.0766666666666667,0,0.34674959582801457,0.3078887110557582,1,0,1
0.25,0.8,1.0766666666666667,0,0.4134040538454685,0.15196020892355866,1,1,0
0.25,0.8,1.0766666666666667,0,0.3825155188391536,0.2868580411078747,1,0,1
0.25,0.8,1.0766666666666667,0,0.17411732110405587,0.2853199823859721,1,0,1
0.25,0.8,1.0766666666666667,0,0.23709032569607436,0.30192598388609093,1,0,1
0.25,0.8,1.0766666666666667,0,0.04170289878366307,0.26004821669477884,2,1,1
0.25,0.8,1.0766666666666667,0,0.44845143703451995,0.17971824798750913,1,1,0
0.25,0.8,1.0766666666666667,0,0.10379461538286217,0.2993871027741938,2,1,1
0.25,0.8,1.0766666666666667,0,0.42200828061211415,0.2319097368836749,0,0,0
0.25,0.8,1.0766666666666667,0,0.21468831452216885,0.03499242623198329,1,1,0
0.25,0.8,1.0766666666666667,0,0.17003965974166968,0.24044454039541208,1,0,1
0.25,0.8,1.0766666666666667,0,0.1381899878332129,0.22389237245978744,1,0,1
0.25,0.8,1.0766666666666667,0,0.2179585888301745,0.4841873690360181,1,0,1
0.25,0.8,1.0766666666666667,0,0.1090219993209719,0.19761617044303925,1,0,1
0.25,0.8,1.0766666666666667,0,0.1273609151010937,0.059916264907661665,1,1,0
0.25,0.8,1.0766666666666667,0,0.29707964119474706,0.48833348096888196,1,0,1
0.25,0.8,1.0766666666666667,0,0.17278686419080047,0.2852720215306541,1,0,1
0.25,0.8,1.0766666666666667,0,0.431030884939664,0.1336832806226207,1,1,0
0.25,0.8,1.0766666666666667,0,0.3959614137101798,0.20329028352562795,0,0,0
0.25,0.8,1.0766666666666667,0,0.37943732844899036,0.2294284314220788,0,0,0
0.25,0.8,1.0766666666666667,0,0.49228751094954637,0.24077841801857458,0,0,0
0.25,0.8,1.0766666666666667,0,0.16744745731235966,0.1458629536064534,0,0,0
0.25,0.8,1.0766666666666667,0,0.09103703675658514,0.17352778531696544,1,0,1
0.25,0.8,1.0766666666666667,0,0.2642937489329401,0.23817058277158754,1,0,1
0.25,0.8,1.0766666666666667,0,0.11753515454527053,0.44922840494353655,2,1,1
0.25,0.8,1.0766666666666667,0,0.4277761834589706,0.1056530789545913,1,1,0
0.25,0.8,1.0766666666666667,0,0.4529020407877672,0.4102503557937631,1,0,1
0.25,0.8,1.0766666666666667,0,0.46868502315817573,0.4009031974259638,1,0,1
0.25,0.8,1.0766666666666667,0,0.1606894320289387,0.09105840118861885,0,0,0
0.25,0.8,1.0766666666666667,0,0.3619627487710779,0.13079568870883895,1,1,0
0.25,0.8,1.0766666666666667,0,0.10076279620068052,0.3714759227696989,2,1,1
0.25,0.8,1.0766666666666667,0,0.4906140209643728,0.36343819718043613,1,0,1
0.25,0.8,1.0766666666666667,0,0.47961627270915574,0.16542017840924228,1,1,0
0.25,0.8,1.0766666666666667,0,0.08592022530021426,0.09240758655781856,0,0,0
0.25,0.8,1.0766666666666667,0,0.12530102946213273,0.05025129875944245,1,1,0
0.25,0.8,1.0766666666666667,0,0.20667152526671217,0.31804268355249743,1,0,1
0.25,0.8,1.0766666666666667,0,0.35564625609767253,0.2095947358491126,0,0,0
0.25,0.8,1.0766666666666667,0,0.016531587946418402,0.04623117121623643,2,1,1
0.25,0.8,1.0766666666666667,0,0.3632035239494239,0.16731333443875585,1,1,0
0.25,0.8,1.0766666666666667,0,0.20612166699627066,0.37150029616329605,1,0,1
0.25,0.8,1.0766666666666667,0,0.3859423473415673,0.2715126349434732,1,0,1
0.25,0.8,1.0766666666666667,0,0.26501219742677784,0.25521193808732623,1,0,1
0.25,0.8,1.0766666666666667,0,0.25481687187638413,0.3519199062699643,1,0,1
0.25,0.8,1.0766666666666667,0,0.1838121335886117,0.04723980859055321,1,1,0
0.25,0.8,1.0766666666666667,0,0.4049427501600035,0.1203023996325131,1,1,0
0.25,0.8,1.0766666666666667,0,0.16537097974178294,0.20059406540003777,1,0,1
0.25,0.8,1.0766666666666667,0,0.34568339249713287,0.4568574503821512,1,0,1
0.25,0.8,1.0766666666666667,0,0.1802430322717813,0.36552842923787165,1,0,1
0.25,0.8,1.0766666666666667,0,0.4459821783589233,0.26311313313131346,0,0,0
0.25,0.8,1.0766666666666667,0,0.4919771414201859,0.18356996051056496,1,1,0
0.25,0.8,1.0766666666666667,0,0.20326276017120715,0.09704802558075387,1,1,0
0.25,0.8,1.0766666666666667,0,0.24301203423908246,0.15651872309234016,0,0,0
0.25,0.8,1.0766666666666667,0,0.11147897022652742,0.27940453127043574,2,1,1
0.25,0.8,1.0766666666666667,0,0.06618885630639604,0.4038664005553193,2,1,1
0.25,0.8,1.0766666666666667,0,0.1838670934529142,0.08432323204586678,1,1,0
0.25,0.8,1.0766666666666667,0,0.09305437085941293,0.22228486137304582,1,0,1
0.25,0.8,1.0766666666666667,0,0.37418929236115295,0.341729395861773,1,0,1
0.25,0.8,1.0766666666666667,0,0.36909042332175335,0.10121904159917594,1,1,0
0.25,0.8,1.0766666666666667,0,0.22612699010422288,0.1296017295447246,0,0,0
0.25,0.8,1.0766666666666667,0,0.2782810301903764,0.28707186046114364,1,0,1
0.25,0.8,1.0766666666666667,0,0.22781512486637823,0.24329425641993774,1,0,1
0.25,0.8,1.0766666666666667,0,0.14555028778100876,0.49286358893486193,2,1,1
0.25,0.8,1.0766666666666667,0,0.22823209033279046,0.1208142476718892,0,0,0
0.25,0.8,1.0766666666666667,0,0.37365926611165023,0.20764982523655107,0,0,0
0.25,0.8,1.0766666666666667,0,0.2429284464194289,0.49860281397682404,1,0,1
0.25,0.8,1.0766666666666667,0,0.256394146879507,0.30397377042504214,1,0,1
0.25,0.8,1.0766666666666667,0,0.21286797595927354,0.4800723755971673,1,0,1
0.25,0.8,1.0766666666666667,0,0.3110881531506585,0.17153711320837595,0,0,0
0.25,0.8,1.0766666666666667,0,0.21390876937225622,0.4536177137773403,1,0,1
0.25,0.8,1.0766666666666667,0,0.4020272644415622,0.274959713736985,1,0,1
0.25,0.8,1.0766666666666667,0,0.13763534324171145,0.19003337975396783,1,0,1
0.25,0.8,1.0766666666666667,0,0.21130445904183603,0.2527063683654017,1,0,1
0.25,0.8,1.0766666666666667,0,0.06687773078991355,0.11198795095306213,1,0,1
0.25,0.8,1.0766666666666667,0,0.46189595958716756,0.22910054702017457,0,0,0
0.25,0.8,1.0766666666666667,0,0.12211319946324006,0.08486002170510332,0,0,0
0.25,0.8,1.0766666666666667,0,0.10334961184968383,0.32979604204108726,2,1,1
0.25,0.8,1.0766666666666667,0,0.18494658091859162,0.15462549195674336,0,0,0
0.25,0.8,1.0766666666666667,0,0.25378431836881377,0.36656634611307193,1,0,1
0.25,0.8,1.0766666666666667,0,0.262888219254955,0.13780309980350325,0,0,0
0.25,0.8,1.0766666666666667,0,0.12710409370757514,0.2529855355162097,1,0,1
0.25,0.8,1.0766666666666667,0,0.47179959148524275,0.24335813290845165,0,0,0
0.25,0.8,1.0766666666666667,0,0.4941525912755915,0.3190172535773945,1,0,1
0.25,0.8,1.0766666666666667,0,0.11823308722135928,0.1158094164287371,0,0,0
0.25,0.8,1.0766666666666667,0,0.362179390833277,0.09249214143368445,1,1,0
0.25,0.8,1.0766666666666667,0,0.06248604031112259,0.2065259173199666,2,1,1
0.25,0.8,1.0766666666666667,0,0.18910312509435945,0.17274989409107855,1,0,1
0.25,0.8,1.0766666666666667,0,0.2744760220136281,0.3597514937374692,1,0,1
0.25,0.8,1.0766666666666667,0,0.3027454526493192,0.23167403964282263,1,0,1
0.25,0.8,1.0766666666666667,0,0.32862130590265815,0.23237395175356246,1,0,1
0.25,0.8,1.0766666666666667,0,0.10996159853218523,0.3620470450367699,2,1,1
0.25,0.8,1.0766666666666667,0,0.25143848087872844,0.047416362354838704,1,1,0
0.25,0.8,1.0766666666666667,0,0.36511838113417494,0.4600887418261427,1,0,1
0.25,0.8,1.0766666666666667,0,0.15258587182376426,0.13814626002526542,0,0,0
0.25,0.8,1.0766666666666667,0,0.26435544285620327,0.29130669243198093,1,0,1
0.25,0.8,1.0766666666666667,0,0.3348955262057798,0.16897721538273947,1,1,0
0.25,0.8,1.0766666666666667,0,0.4517229913052042,0.44771286264257293,1,0,1
0.25,0.8,1.0766666666666667,0,0.08594830311015911,0.37991861875581234,2,1,1
0.25,0.8,1.0766666666666667,0,0.4002962748302741,0.4368514371246426,1,0,1
0.25,0.8,1.0766666666666667,0,0.2630526076275488,0.32962392684099817,1,0,1
0.25,0.8,1.0766666666666667,0,0.17236385081257366,0.4216999952061391,1,0,1
0.25,0.8,1.0766666666666667,0,0.3049072460421266,0.18564587269505062,0,0,0
0.25,0.8,1.0766666666666667,0,0.09446008796398409,0.3572582222333631,2,1,1
0.25,0.8,1.0766666666666667,0,0.2163026188309516,0.19439873269461105,1,0,1
0.25,0.8,1.0766666666666667,0,0.12115691833785047,0.1354135003843152,1,0,1
0.25,0.8,1.0766666666666667,0,0.3383555834611348,0.48931257522539107,1,0,1
0.25,0.8,1.0766666666666667,0,0.38927576795665275,0.3100465289043943,1,0,1
0.25,0.8,1.0766666666666667,0,0.49164269376342007,0.4538704906067741,1,0,1
0.25,0.8,1.0766666666666667,0,0.05655280471512225,0.2518350083999671,2,1,1
0.25,0.8,1.0766666666666667,0,0.06356593871004768,0.21905879218702062,2,1,1
0.25,0.8,1.0766666666666667,0,0.06523380763150588,0.47020824205443434,2,1,1
0.25,0.8,1.0766666666666667,0,0.2930368152815629,0.4128898845244475,1,0,1
0.25,0.8,1.0766666666666667,0,0.4234477824723172,0.29432385547966855,1,0,1
0.25,0.8,1.0766666666666667,0,0.4689650504874494,0.21701908468042352,1,1,0
0.25,0.8,1.0766666666666667,0,0.20122107911721387,0.4967848372378235,1,0,1
0.25,0.8,1.0766666666666667,0,0.2610433614908011,0.13849490947606846,0,0,0
0.25,0.8,1.0766666666666667,0,0.3320674038435154,0.48676181208406955,1,0,1
0.25,0.8,1.0766666666666667,0,0.372832218516574,0.48096762124193804,1,0,1
0.25,0.8,1.0766666666666667,0,0.11194437502922894,0.4815234526386688,2,1,1
0.25,0.8,1.0766666666666667,0,0.053478303149475326,0.3887445341343433,2,1,1
0.25,0.8,1.0766666666666667,0,0.3377760720515428,0.08551209529375992,1,1,0
0.25,0.8,1.0766666666666667,0,0.15130132874357705,0.12440454421671188,0,0,0
0.25,0.8,1.0766666666666667,0,0.21660589030547672,0.054372882359378316,1,1,0
0.25,0.8,1.0766666666666667,0,0.38113407769625696,0.2716880455922439,1,0,1
0.25,0.8,1.0766666666666667,0,0.043066500279692166,0.2240972427554646,2,1,1
0.25,0.8,1.0766666666666667,0,0.35681116263273016,0.4241548635703377,1,0,1
0.25,0.8,1.0766666666666667,0,0.3631023337490257,0.17454064946449643,1,1,0
0.25,0.8,1.0766666666666667,0,0.24808609101076284,0.3592954549847305,1,0,1
0.25,0.8,1.0766666666666667,0,0.11143969070225501,0.25626644887762795,1,0,1
0.25,0.8,1.0766666666666667,0,0.4017635728893152,0.09708101229861177,1,1,0
0.25,0.8,1.0766666666666667,0,0.09229171980682138,0.3469242328446287,2,1,1
0.25,0.8,1.0766666666666667,0,0.46411306960596266,0.4536600867833036,1,0,1
0.25,0.8,1.0766666666666667,0,0.45183195064437376,0.08188384176463626,1,1,0
0.25,0.8,1.0766666666666667,0,0.22129979824807988,0.39369170581876023,1,0,1
0.25,0.8,1.0766666666666667,0,0.36738300059643614,0.1965774784960279,0,0,0
0.25,0.8,1.0766666666666667,0,0.2811477645115792,0.23529511914391432,1,0,1
0.25,0.8,1.0766666666666667,0,0.22398209403817226,0.1260936553708234,0,0,0
0.25,0.8,1.0766666666666667,0,0.08790838214237018,0.01889435152226182,1,1,0
0.25,0.8,1.0766666666666667,0,0.3165121812547862,0.23158845371968506,1,0,1
0.25,0.8,1.0766666666666667,0,0.19835980034357303,0.10426024784973176,1,1,0
0.25,0.8,1.0766666666666667,0,0.2324612878514266,0.3720366126948448,1,0,1
0.25,0.8,1.0766666666666667,0,0.236889607775275,0.07625885759400608,1,1,0
0.25,0.8,1.0766666666666667,0,0.13815703839039528,0.22815996167178831,1,0,1
0.25,0.8,1.0766666666666667,0,0.37647616819020435,0.4505948587923184,1,0,1
0.25,0.8,1.0766666666666667,0,0.12195753012453203,0.0702310804683306,0,0,0
0.25,0.8,1.0766666666666667,0,0.4500867480252061,0.16567352516353073,1,1,0
0.25,0.8,1.0766666666666667,0,0.3851515888464795,0.1644778635101154,1,1,0
0.25,0.8,1.0766666666666667,0,0.09772046266669787,0.10980700707440505,1,0,1
0.25,0.8,1.0766666666666667,0,0.4846190355318435,0.42530158754448144,1,0,1
0.25,0.8,1.0766666666666667,0,0.09022993903441989,0.17035308920526504,1,0,1
0.25,0.8,1.0766666666666667,0,0.3839059609124892,0.30903478703096765,1,0,1
0.25,0.8,1.0766666666666667,0,0.35581623551889974,0.38413303032084944,1,0,1
0.25,0.8,1.0766666666666667,0,0.14519048137819246,0.2349794158632701,1,0,1
0.25,0.8,1.0766666666666667,0,0.36228567233584374,0.3009096032258548,1,0,1
0.25,0.8,1.0766666666666667,0,0.2882670700679385,0.10655889344343872,1,1,0
0.25,0.8,1.0766666666666667,0,0.35064206593810954,0.4781947178821052,1,0,1
0.25,0.8,1.0766666666666667,0,0.1941868737721073,0.4155516883200636,1,0,1
0.25,0.8,1.0766666666666667,0,0.48618708874714334,0.08831109333841136,1,1,0
0.25,0.8,1.0766666666666667,0,0.004775948283884945,0.007743028007284547,0,0,0
0.25,0.8,1.0766666666666667,0,0.3902150528734538,0.2133192775551095,0,0,0
0.25,0.8,1.0766666666666667,0,0.4459219809234183,0.22108527859455784,0,0,0
0.25,0.8,1.0766666666666667,0,0.4929474259078914,0.17381060670607085,1,1,0
0.25,0.8,1.0766666666666667,0,0.18592748891515654,0.19111782329105853,1,0,1
0.25,0.8,1.0766666666666667,0,0.2629745656731458,0.13638721652142605,1,1,0
0.25,0.8,1.0766666666666667,0,0.2697293244997009,0.21196283492866186,1,0,1
0.25,0.8,1.0766666666666667,0,0.21397721253591506,0.058208751338836406,1,1,0
0.25,0.8,1.0766666666666667,0,0.2728997921318861,0.14743121925707325,0,0,0
0.25,0.8,1.0766666666666667,0,0.40938591380505507,0.32484020993869134,1,0,1
0.25,0.8,1.0766666666666667,0,0.460419092491239,0.41483164477649015,1,0,1
0.25,0.8,1.0766666666666667,0,0.38550764219979017,0.47355481358173634,1,0,1
0.25,0.8,1.0766666666666667,0,0.4994909080891078,0.0919771731634682,1,1,0
0.25,0.8,1.0766666666666667,0,0.40800435684901737,0.36103506008570774,1,0,1
0.25,0.8,1.0766666666666667,0,0.14295842697696437,0.26522934375229323,1,0,1
0.25,0.8,1.0766666666666667,0,0.11139000913506591,0.21700422604107772,1,0,1
0.25,0.8,1.0766666666666667,0,0.45311998369816353,0.15239321206012146,1,1,0
0.25,0.8,1.0766666666666667,0,0.12641968882166144,0.10794496670088449,0,0,0
0.25,0.8,1.0766666666666667,0,0.1288271225923796,0.04859235029265763,1,1,0
0.25,0.8,1.0766666666666667,0,0.3431682311394826,0.06828199921757205,1,1,0
0.25,0.8,1.0766666666666667,0,0.10122311923543281,0.08658303586171046,0,0,0
0.25,0.8,1.0766666666666667,0,0.13691596666416428,0.16169572664723053,1,0,1
0.25,0.8,1.0766666666666667,0,0.33541381054094743,0.07134031135034424,1,1,0
0.25,0.8,1.0766666666666667,0,0.4447637199928115,0.09317898948243175,1,1,0
0.25,0.8,1.0766666666666667,0,0.26003749180113445,0.4466993786203013,1,0,1
0.25,0.8,1.0766666666666667,0,0.20793436725217285,0.12124928051334893,0,0,0
0.25,0.8,1.0766666666666667,0,0.34072527578499623,0.14062691827479568,1,1,0
0.25,0.8,1.0766666666666667,0,0.3895488485655674,0.17998764289739433,1,1,0
0.25,0.8,1.0766666666666667,0,0.14143938713601178,0.2629104211876012,1,0,1
0.25,0.8,1.0766666666666667,0,0.06332108191842778,0.444661933328353,2,1,1
0.25,0.8,1.0766666666666667,0,0.22791386242300993,0.29671526706620577,1,0,1
0.25,0.8,1.0766666666666667,0,0.3507746934694578,0.1624255858850968,1,1,0
0.25,0.8,1.0766666666666667,0,0.1504070974086824,0.10407728592720411,0,0,0
0.25,0.8,1.0766666666666667,0,0.1232443176459419,0.23871560272923842,1,0,1
0.25,0.8,1.0766666666666667,0,0.16455748566782202,0.17644328768143513,1,0,1
0.25,0.8,1.0766666666666667,0,0.02535258065974555,0.031289444699910574,0,0,0
0.25,0.8,1.0766666666666667,0,0.49409880683460294,0.135712410184326,1,1,0
0.25,0.8,1.0766666666666667,0,0.21272551384398397,0.3209482344590574,1,0,1
0.25,0.8,1.0766666666666667,0,0.3098018036593001,0.4281540662794495,1,0,1
0.25,0.8,1.0766666666666667,0,0.07772880619383182,0.03612965229337872,1,1,0
0.25,0.8,1.0766666666666667,0,0.39953971573456437,0.2918439257202091,1,0,1
0.25,0.8,1.0766666666666667,0,0.05862456739533484,0.0886138231764152,1,0,1
0.25,0.8,1.0766666666666667,0,0.33123727854143115,0.20001142350120238,0,0,0
0.25,0.8,1.0766666666666667,0,0.23610278523069117,0.11112923219164805,1,1,0
0.25,0.8,1.0766666666666667,0,0.13876523236528493,0.0977713002287941,0,0,0
0.25,0.8,1.0766666666666667,0,0.07814373129635632,0.2440912036447943,2,1,1
0.25,0.8,1.0766666666666667,0,0.38024113285918537,0.3120989120682649,1,0,1
0.25,0.8,1.0766666666666667,0,0.16423058551590308,0.16369458767418998,1,0,1
0.25,0.8,1.0766666666666667,0,0.3271697920767671,0.3232824887440867,1,0,1
